News Outlet,Date,Tweet,Compound,Positive Score,Negative Score,Neutral Score,Tweets Ago
@nytimes,Mon Oct 01 23:23:44 +0000 2018,RT @SteveEder: NEW: Kavanaugh was questioned by police after a bar fight in 1985 that resulted in one person going to the hospital. Judge K…,-0.4588,0.0,0.154,0.846,36
@nytimes,Mon Oct 01 23:17:01 +0000 2018,"RT @sapna: there’s a $15,000/month SoHo apt that was designed specifically for Instagram influencers to pose in. Read about it - and look a…",0.0,0.0,0.0,1.0,37
@nytimes,Mon Oct 01 23:02:07 +0000 2018,"The best TV shows and movies new to Netflix, Amazon and more in October https://t.co/Ir5IPsrdV6",0.7096,0.312,0.0,0.688,38
@nytimes,Mon Oct 01 22:52:02 +0000 2018,"RT @Nate_Cohn: NE02, final. Bacon 51, Eastman 42
A good result for Republicans, though not a huge surprise in a lean Rep. district. Still,…",0.032,0.118,0.153,0.729,39
@nytimes,Mon Oct 01 22:47:00 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/XzxYKFYEi5,0.0,0.0,0.0,1.0,40
@nytimes,Mon Oct 01 22:32:01 +0000 2018,RT @itscaitlinhd: NEW: I've gotten a lot of questions about the migrant kids who are headed to a tent city in Texas. Here are the answers:…,0.0,0.0,0.0,1.0,41
@nytimes,Mon Oct 01 22:17:04 +0000 2018,"The new trade pact has something for everyone: Mexican and Canadian automakers, American dairy farmers and drug com… https://t.co/oiXoeJeeW8",0.0,0.0,0.0,1.0,42
@nytimes,Mon Oct 01 22:06:42 +0000 2018,"Everyone makes mistakes. But we can recover — even from the big ones.
https://t.co/jLAxW87246",-0.3612,0.0,0.172,0.828,43
@nytimes,Mon Oct 01 22:05:09 +0000 2018,"He was miserable working at a law firm. So he decided to pursue comedy. A writer for the TV show ""Superstore"" share… https://t.co/RpGYH9nBrK",-0.1779,0.101,0.13,0.769,44
@nytimes,Mon Oct 01 22:01:30 +0000 2018,"Pay yourself first. Be a coupon clipper. Saving right out of college feels daunting, but it is possible. https://t.co/uFvhruHRpO",-0.0516,0.0,0.066,0.934,45
@nytimes,Mon Oct 01 21:59:07 +0000 2018,How is a 401(k) different from a Roth IRA? We'll get you up to speed on some of the key finance terms you should kn… https://t.co/wn2kuhNORA,0.0,0.0,0.0,1.0,46
@nytimes,Mon Oct 01 21:56:03 +0000 2018,Navigating your first job out of college is a lot different than acing a summer internship. Here’s how to make a go… https://t.co/ucYXGWTD7w,0.0,0.0,0.0,1.0,47
@nytimes,Mon Oct 01 21:53:36 +0000 2018,Do you have student loan debt? Our writer shares a solid life lesson: Being naïve about money will cost you. https://t.co/BHIezs94yB,0.0772,0.163,0.107,0.73,48
@nytimes,Mon Oct 01 21:51:39 +0000 2018,"Her Tinder date lied to her. But she felt like the creep on her laptop at 2 a.m., 26 browser tabs deep.… https://t.co/bYHY7DhoVz",-0.0258,0.1,0.104,0.797,49
@nytimes,Mon Oct 01 21:46:39 +0000 2018,"Classic roast chicken. Not-from-a-box macaroni and cheese. Dessert, too. Even if you just left the dining hall behi… https://t.co/yFX0TXynxY",0.0,0.0,0.0,1.0,50
@nytimes,Mon Oct 01 21:39:45 +0000 2018,"You’ve somehow coughed up the first, last and security deposit for your new home. Here's how to make the space your… https://t.co/Dwml1ewaZf",0.34,0.103,0.0,0.897,51
@nytimes,Mon Oct 01 21:34:58 +0000 2018,Getting your first job is stressful. How do you answer those wacky interview questions? Do you take the salary you'… https://t.co/dfwUa3EH3l,-0.5106,0.0,0.142,0.858,52
@nytimes,Mon Oct 01 21:30:57 +0000 2018,"Each year, nearly 2 million people in the U.S. graduate from college. What comes next can be intimidating: finding… https://t.co/iBJQU2kmYx",-0.4404,0.0,0.139,0.861,53
@nytimes,Mon Oct 01 21:20:08 +0000 2018,That Silicon Valley billionaire who wants to close a road to the beach because it runs through his property? The Su… https://t.co/6OtOjSaYMV,0.0,0.0,0.0,1.0,54
@nytimes,Mon Oct 01 21:08:04 +0000 2018,What men should know about #MeToo: It's not about women https://t.co/TtdmoyPUwi,0.0,0.0,0.0,1.0,55
@nytimes,Mon Oct 01 20:58:02 +0000 2018,"No book, it seems, is too substantive or too insignificant to be banned in Kuwait. That includes a Disney version o… https://t.co/JGRCA1vb2b",-0.765,0.0,0.297,0.703,56
@nytimes,Mon Oct 01 20:48:05 +0000 2018,RT @nytopinion: The events of ’68 were a political earthquake that changed the political life of Mexico for the better. And its effects ext…,0.4404,0.116,0.0,0.884,57
@nytimes,Mon Oct 01 20:38:06 +0000 2018,"The Washington Times retracted and apologized for a column about Seth Rich, the Democratic aide whose unsolved murd… https://t.co/MYiiyrO1MW",0.7096,0.269,0.0,0.731,58
@nytimes,Mon Oct 01 20:28:01 +0000 2018,RT @nytimesbusiness: The S.E.C. is getting involved in Tesla’s corporate governance in manner that reaches far beyond what usually takes pl…,0.0516,0.057,0.0,0.943,59
@nytimes,Mon Oct 01 20:18:06 +0000 2018,"More than 80,000 Americans died of the flu last winter. That's the highest number in over a decade. https://t.co/z0OPL96gBh",-0.7096,0.058,0.276,0.667,60
@nytimes,Mon Oct 01 20:08:18 +0000 2018,“It is unfair to common people. All those wealthy people — they have power and money. They can walk straight in and… https://t.co/Ba3fIrwJRD,0.0772,0.166,0.117,0.717,61
@nytimes,Mon Oct 01 19:58:03 +0000 2018,"RT @RBlumenstein: Would the financial crisis have ended up differently if there had been more women at the table? I asked Jamie Dimon, the…",-0.6249,0.0,0.157,0.843,62
@nytimes,Mon Oct 01 19:48:07 +0000 2018,Photos: The aftermath of the earthquake and tsunami in Indonesia https://t.co/tMTWxyrfwR,0.0,0.0,0.0,1.0,63
@nytimes,Mon Oct 01 19:38:03 +0000 2018,"RT @nytvideo: A year ago today, a gunman opened fire on a crowd watching a concert in Las Vegas, killing 58 people. Our analysis of 30 vide…",-0.7783,0.0,0.245,0.755,64
@nytimes,Mon Oct 01 19:28:04 +0000 2018,Cardi B was charged with assault in connection with a fight at a New York City strip club https://t.co/Pxqr8oDuDH,-0.802,0.0,0.387,0.613,65
@nytimes,Mon Oct 01 19:18:05 +0000 2018,"Iran fired several missiles across Iraq at the last remaining ISIS stronghold in Syria, in an area where the U.S. m… https://t.co/rftNUoii4n",-0.4767,0.06,0.143,0.797,66
@nytimes,Mon Oct 01 19:08:03 +0000 2018,"Meanwhile, the Supreme Court discussed draining the swamp, but not as a figure of speech https://t.co/MtMEMUxA6n",0.3182,0.141,0.0,0.859,67
@nytimes,Mon Oct 01 18:58:05 +0000 2018,There may never be a better time to be a tax cheat: The IRS pursues fewer cases of tax evasion than it did less tha… https://t.co/z7099R1FAG,-0.6604,0.0,0.197,0.803,68
@nytimes,Mon Oct 01 18:48:06 +0000 2018,Map: The scale of the destruction of the Indonesia tsunami that left more than 800 people dead https://t.co/ciKs096kXD,-0.8402,0.0,0.333,0.667,69
@nytimes,Mon Oct 01 18:40:12 +0000 2018,Joe Biden is exploring a run for president in 2020. But his role in the Anita Hill hearings is drawing new scrutiny… https://t.co/qhifumphSZ,0.0,0.0,0.0,1.0,70
@nytimes,Mon Oct 01 18:28:06 +0000 2018,The government is moving hundreds of migrant children to a tent city in Texas. Here's what's behind it. https://t.co/YiHJtfxoKA,0.0,0.0,0.0,1.0,71
@nytimes,Mon Oct 01 18:17:50 +0000 2018,"RT @adamgoldmanNYT: SCOOP: The F.B.I. has already completed interviews with the four witnesses its agents were originally asked to talk to,…",0.3254,0.104,0.0,0.896,72
@nytimes,Mon Oct 01 18:15:05 +0000 2018,Breaking News: The White House told the FBI to interview anyone it wants in the Kavanaugh investigation after a bac… https://t.co/lZEp6CI8Pg,0.0,0.0,0.0,1.0,73
@nytimes,Mon Oct 01 18:08:05 +0000 2018,"If this $15,000-a-month penthouse looks impossibly perfect, that's for good reason: It's an Instagram set, and nobo… https://t.co/vjGDIPpeDP",0.765,0.292,0.0,0.708,74
@nytimes,Mon Oct 01 17:58:03 +0000 2018,President Trump just ripped up Nafta. Here's what's in the deal that's poised to replace it. https://t.co/xnKhb1hcAP,0.25,0.111,0.0,0.889,75
@nytimes,Mon Oct 01 17:48:08 +0000 2018,"President Trump said he wanted a ""comprehensive"" FBI investigation of Brett Kavanaugh but that it should be wrapped… https://t.co/sEb3ABAuyS",0.0,0.0,0.0,1.0,76
@nytimes,Mon Oct 01 17:38:04 +0000 2018,"A year ago in Las Vegas, over 400 people were shot in the worst U.S. shooting in modern history. The nation has mov… https://t.co/MBg0IDF9k9",-0.6249,0.0,0.157,0.843,77
@nytimes,Mon Oct 01 17:28:02 +0000 2018,"For over 150 years, the identity of the nude subject in Gustave Courbet’s “The Origin of the World” was unknown. Th… https://t.co/ip5vhZ4pFI",0.0,0.0,0.0,1.0,78
@nytimes,Mon Oct 01 17:18:03 +0000 2018,"For all the talk of leaning in, breaking glass ceilings and diversity in the boardroom, the number of women running… https://t.co/vFx2Nknxq9",0.0772,0.061,0.0,0.939,79
@nytimes,Mon Oct 01 17:08:03 +0000 2018,"Venezuela's state oil company is deep in debt. So Citgo, its U.S. subsidiary, has been mortgaged to raise money. https://t.co/U6EEjYYuYV",-0.3612,0.0,0.116,0.884,80
@nytimes,Mon Oct 01 16:58:05 +0000 2018,This is the Age of Sorry for nearly every train company in Britain. https://t.co/7Te2StUOh6,-0.0772,0.0,0.091,0.909,81
@nytimes,Mon Oct 01 16:48:03 +0000 2018,"Graduating from college means finding a job, making new friends and realizing how bad credit card debt can get. It… https://t.co/ER0TlPTmBH",-0.0772,0.206,0.217,0.578,82
@nytimes,Mon Oct 01 16:38:02 +0000 2018,"RT @NYTHealth: The risk of Ebola spreading from Congo to Uganda is now ""very high,"" the W.H.O. says. https://t.co/t82lqYyW10",-0.2732,0.0,0.104,0.896,83
